226:1,4,4,3,2,9,2,5,4,3,1,3,3,7,6,2,8,7,7,8,3,7,7,8,1,4,6,2,5,3
227:6,1,7,5,5,4,8,3,2,7,9,9,4,9,1,2,4,7,2,6,5,2,4,1,5,7,3,9,1,2
228:3,4,2,3,5,7,4,1,8,2,5,9,5,3,9,8,7,6,9,9,2,7,8,3,3,2,3,3,4,6
229:2,9,4,4,9,7,5,6,6,8,5,6,3,9,6,9,1,1,9,4,4,3,5,2,3,9,7,1,5,8
230:1,9,4,8,6,4,9,3,3,8,5,3,1,5,4,7,9,2,7,5,2,1,8,1,5,5,9,4,6,4
231:5,8,3,1,1,4,2,3,6,5,1,2,2,1,3,4,5,6,2,4,1,5,7,4,7,2,4,6,6,3
232:1,6,9,8,4,8,9,3,4,8,8,6,6,1,6,5,6,6,7,9,1,8,7,7,7,3,4,5,9,8
233:6,1,7,5,2,4,7,6,3,5,3,2,1,2,3,1,2,2,6,6,8,8,5,6,4,3,1,1,7,4
234:1,6,9,8,4,8,9,3,4,8,8,6,6,1,6,5,6,6,7,9,1,8,7,7,7,3,4,5,9,8
235:2,7,7,7,8,8,8,8,1,5,3,9,9,3,2,6,5,8,5,6,6,3,7,5,3,5,1,1,6,8
236:2,3,7,1,2,3,8,8,4,9,3,8,8,9,1,4,1,2,8,5,8,2,6,9,5,5,3,9,8,6
237:5,6,9,8,3,1,8,8,5,7,1,4,3,6,1,9,4,8,8,9,8,5,9,1,7,3,2,7,7,7
238:3,4,2,3,5,7,4,1,8,2,5,9,5,3,9,8,7,6,9,9,2,7,8,3,3,2,3,3,4,4
239:6,1,3,5,5,4,8,3,2,7,9,9,4,9,1,2,4,7,2,6,5,2,4,1,5,7,3,9,1,2
240:3,6,1,9,3,2,5,2,2,4,9,1,3,1,7,4,1,3,8,7,9,7,7,8,6,1,6,6,8,8
241:4,9,1,4,8,2,5,1,8,6,9,8,1,8,4,4,9,8,8,3,3,1,9,9,9,2,7,6,1,5
242:3,1,4,7,4,5,9,1,9,2,1,6,4,2,5,1,8,4,4,2,6,9,4,5,5,5,8,2,3,8
243:4,9,5,5,3,2,7,7,8,1,2,1,2,3,5,6,8,5,9,2,3,6,2,2,6,7,9,7,2,2
244:8,5,7,9,7,2,4,6,1,6,9,3,2,5,4,4,1,8,2,4,9,7,4,4,8,5,5,1,7,2
245:3,4,3,3,5,9,2,2,6,2,1,5,9,6,6,5,8,5,9,1,5,6,9,3,4,2,1,9,2,9
246:9,1,5,7,8,7,5,7,9,5,2,3,5,6,2,6,8,6,8,1,7,9,9,4,9,1,4,7,7,2
247:7,1,1,4,5,7,6,2,6,2,9,6,5,2,9,8,9,7,1,2,2,1,8,5,8,2,7,1,7,1
248:6,2,4,3,7,9,1,5,3,5,8,8,3,8,8,6,7,4,4,9,4,3,8,5,9,5,4,9,5,2
249:6,7,4,6,7,6,8,7,7,8,9,1,1,4,3,1,1,2,5,8,1,7,6,6,2,3,7,2,5,4
250:5,3,4,4,9,3,8,3,6,2,5,1,8,1,6,3,2,4,8,2,1,4,5,6,8,5,1,1,1,4
251:3,5,1,2,1,9,8,5,1,8,2,2,3,3,6,1,8,1,4,4,5,4,1,1,4,5,1,9,5,7
252:6,5,7,5,6,4,4,2,1,3,5,3,5,4,6,1,5,5,3,1,9,6,4,1,8,8,7,6,9,4
253:7,8,1,7,7,5,1,8,7,6,7,9,2,2,6,5,7,3,6,8,2,7,9,5,3,9,2,5,7,4
254:7,6,7,3,5,6,9,2,9,7,3,1,1,4,3,9,7,9,3,9,7,6,2,7,1,1,8,1,6,8
255:3,9,9,3,7,1,8,7,5,3,8,7,8,7,9,5,3,5,4,6,3,3,8,1,9,5,2,1,3,4
256:9,2,1,8,1,6,7,9,2,9,8,6,8,7,3,7,2,7,8,9,3,6,1,5,6,6,6,2,3,7
257:1,5,8,8,8,1,8,4,7,9,2,8,5,9,8,5,9,5,4,4,8,2,8,1,7,6,5,6,1,7
258:4,8,1,7,4,3,4,5,7,7,6,6,9,6,3,9,7,5,8,9,5,9,9,4,9,1,5,1,3,8
259:1,6,3,5,5,8,2,3,5,5,5,9,2,9,2,9,6,8,8,4,9,3,5,8,3,1,3,7,8,9
260:4,3,8,3,9,9,8,4,9,1,6,4,4,1,1,6,7,2,3,7,6,9,6,6,3,8,6,1,7,2
261:3,1,3,3,5,4,8,9,4,7,7,3,9,3,7,4,1,6,3,4,8,4,5,6,7,3,9,8,2,3
262:7,5,1,7,5,3,1,5,4,7,3,7,9,6,7,2,7,9,7,5,6,7,6,3,8,8,7,1,8,5
263:7,7,2,5,7,9,5,9,4,8,9,6,7,4,6,4,5,3,7,2,7,4,1,9,6,7,9,9,6,3
264:7,8,1,5,1,2,6,7,9,9,3,7,9,4,2,3,4,3,4,7,9,1,9,9,6,5,6,4,6,8
265:1,6,9,8,4,8,9,3,4,8,8,6,6,1,6,5,6,6,7,9,1,8,7,7,7,3,4,5,9,8
266:6,9,5,9,5,8,4,5,3,6,9,9,3,5,8,4,4,3,2,1,7,3,3,8,2,7,2,2,3,7
267:8,8,8,4,2,3,4,2,9,3,6,3,2,3,3,9,8,1,4,3,6,5,2,2,5,4,1,4,9,4
268:6,1,3,1,9,9,8,4,2,3,3,8,6,2,4,2,6,1,7,6,9,7,3,9,9,5,8,9,5,8
269:6,2,1,5,8,8,7,6,5,8,7,7,7,7,7,5,5,6,5,5,6,5,6,1,9,1,4,1,3,5
270:2,3,9,2,4,6,2,6,2,7,9,5,3,5,8,3,2,1,3,2,4,4,9,3,4,1,3,5,3,2
271:5,7,4,7,4,7,3,9,4,4,8,3,5,2,7,6,8,1,5,1,1,5,1,2,9,5,9,9,5,6
272:9,3,6,7,9,9,8,4,5,9,5,5,7,6,8,2,7,6,4,6,1,1,2,8,7,1,5,5,9,7
273:5,7,6,3,1,7,7,4,5,2,2,9,7,9,7,4,1,9,7,9,4,4,1,6,1,7,4,1,2,8
274:5,7,7,1,3,6,8,3,2,6,7,9,5,1,3,5,7,9,6,9,9,6,2,1,5,6,5,7,6,8
275:9,3,3,5,3,1,4,9,4,9,7,6,3,6,9,6,6,5,6,2,2,7,7,4,5,8,8,7,6,3
276:2,5,2,4,9,8,2,8,1,1,3,4,2,1,2,7,8,8,9,2,7,3,3,3,6,3,7,7,3,8
277:7,9,8,3,2,7,1,1,2,4,4,5,7,8,3,4,6,1,7,4,1,6,3,1,6,7,5,7,6,9
278:2,4,5,6,1,2,1,1,4,7,6,9,4,3,8,6,1,8,2,6,2,4,5,7,7,5,2,8,7,7
279:3,7,2,6,9,7,9,6,1,1,5,2,4,7,9,4,2,6,3,5,2,5,4,9,2,5,8,5,3,1
280:8,9,7,3,2,3,7,8,4,6,1,5,8,1,6,7,2,1,7,1,3,9,8,3,9,4,8,1,3,9
281:7,1,4,3,2,4,6,6,7,3,3,1,4,5,6,8,5,2,3,4,2,1,1,2,5,7,8,8,2,2
282:7,6,8,5,5,7,2,6,2,1,9,7,7,9,1,1,5,8,8,9,3,1,8,5,2,8,1,6,2,6
283:9,2,1,1,6,1,8,1,6,4,3,2,9,8,8,1,5,6,6,4,2,3,3,7,6,2,4,7,7,1
284:9,7,8,5,5,3,1,6,6,8,4,6,9,9,8,5,9,5,9,3,6,5,1,3,5,2,1,4,1,6
285:4,8,3,7,6,9,2,7,6,5,8,6,6,6,7,9,9,3,2,5,4,7,3,1,5,4,7,7,9,7
286:7,5,1,7,4,3,1,5,4,7,3,7,9,6,7,2,7,9,7,5,6,7,6,3,8,8,7,1,8,1
287:5,9,6,7,5,8,4,1,9,1,8,4,9,1,1,2,8,3,4,5,8,5,1,1,6,7,2,2,4,1
288:8,4,5,2,8,5,4,4,2,9,4,7,2,3,6,8,2,4,5,2,5,3,1,5,2,2,1,8,7,5
289:7,5,7,5,1,3,6,9,5,9,7,2,5,9,8,5,9,4,8,1,9,6,8,6,5,9,3,8,1,3
290:4,5,2,2,7,9,4,5,7,8,3,7,5,3,4,3,4,9,4,9,1,8,3,4,9,1,1,9,4,7
291:4,1,6,7,5,9,7,1,4,7,7,7,6,4,7,4,4,2,5,8,9,4,3,6,9,4,6,6,5,6
292:4,3,3,5,5,3,2,4,3,5,5,8,4,6,8,8,8,8,5,1,6,2,3,9,8,5,3,3,6,6
293:3,6,5,8,9,6,9,6,2,4,9,5,5,4,6,6,8,5,7,5,8,9,1,2,9,6,1,2,1,7
294:4,1,5,6,5,5,6,3,6,6,8,5,9,8,3,7,4,6,4,7,7,9,2,1,3,6,1,6,7,3
295:2,1,6,9,3,2,6,9,8,4,4,4,9,1,5,4,2,7,4,8,2,2,4,7,4,8,8,2,4,4
296:8,7,3,4,9,7,4,7,6,5,5,8,2,8,2,2,6,9,4,8,4,9,7,7,5,8,6,4,8,8
297:8,5,4,2,8,4,9,3,1,3,7,8,5,6,4,1,5,9,8,9,5,2,7,9,4,7,4,1,4,2
298:3,7,5,2,4,6,8,1,2,1,2,4,3,9,2,7,2,2,9,9,4,1,6,1,8,4,1,3,1,7
299:6,3,4,9,8,6,5,8,6,8,1,7,5,8,7,9,4,5,2,6,5,7,2,8,6,5,5,3,5,3
300:5,3,4,4,9,3,8,3,6,2,5,1,6,1,6,3,2,4,8,2,1,4,5,6,8,5,1,1,1,4
301:3,2,6,7,3,7,4,1,9,7,1,9,9,9,9,8,9,1,9,8,5,3,5,4,4,9,4,5,3,1
302:9,5,3,1,2,8,4,2,8,1,3,8,3,7,3,7,5,6,5,7,5,5,5,3,8,1,4,1,6,3
303:6,9,5,9,5,8,4,5,3,6,9,9,3,6,8,4,4,3,2,1,7,3,3,8,2,7,2,2,3,7
304:4,3,4,5,7,1,5,6,3,6,4,4,4,9,7,8,3,5,9,3,9,6,9,1,7,3,7,9,5,5
305:7,2,2,6,5,3,4,7,2,7,5,1,2,9,7,5,4,8,9,3,2,5,2,7,7,3,3,6,5,5
306:6,3,5,5,1,3,9,6,8,7,6,8,2,8,2,4,8,2,3,7,4,5,2,5,3,9,1,5,1,8
307:3,9,6,3,7,1,8,7,5,3,8,7,8,7,9,5,3,5,4,6,3,3,8,1,9,5,2,1,3,8
308:3,9,7,7,3,1,7,9,6,5,9,8,2,6,4,4,9,9,5,1,7,3,1,3,9,6,8,3,5,3
309:4,2,3,5,7,4,8,8,9,1,4,6,8,1,8,8,8,2,3,9,3,2,1,4,5,1,9,6,6,3
310:8,8,4,4,2,3,3,7,2,9,3,4,1,8,8,5,8,1,7,6,9,6,4,4,5,1,6,6,7,4
311:4,7,8,6,2,4,3,2,9,8,8,8,3,6,8,2,5,7,5,8,4,9,4,4,5,9,3,9,1,9
312:4,5,2,7,2,2,2,6,3,1,1,5,7,6,9,1,2,7,3,3,1,3,1,2,1,6,9,6,6,4
313:4,2,3,5,6,4,8,8,9,1,4,6,8,1,8,8,8,2,3,9,3,2,1,4,5,1,9,6,6,1
314:6,2,1,4,6,7,5,9,3,6,2,4,8,8,9,1,8,1,5,3,4,7,6,6,6,9,9,9,8,8
315:1,8,5,7,8,4,8,9,2,2,4,4,7,8,4,1,8,5,7,7,2,4,4,4,5,4,7,1,5,2
316:5,1,9,1,6,3,6,1,1,1,7,8,3,5,1,8,2,2,5,6,9,3,2,6,1,5,7,1,6,3
317:3,5,5,4,5,2,6,9,2,7,5,3,8,2,5,7,9,8,4,1,2,6,4,9,7,7,8,1,5,9
318:6,9,5,9,5,8,4,5,3,6,9,9,3,6,8,4,4,3,2,1,7,3,3,8,2,7,2,2,3,7
319:7,6,8,9,6,7,7,3,1,6,2,5,1,1,2,6,8,5,1,3,4,6,7,7,6,5,3,3,9,6
320:2,5,5,3,5,4,2,7,3,8,3,3,3,3,7,8,1,7,7,7,3,7,3,1,8,2,5,4,8,2
321:2,6,7,7,4,4,4,8,5,1,4,4,4,5,3,3,2,9,1,8,1,5,4,6,9,8,1,7,9,6
322:2,5,5,3,5,4,2,7,3,8,3,3,3,3,7,8,1,7,7,7,3,7,3,1,8,9,5,4,8,3
323:2,9,6,8,9,7,7,9,6,9,4,9,1,5,1,1,7,3,3,6,2,6,9,7,6,9,2,3,3,3
324:1,6,9,9,4,1,6,4,3,4,9,9,1,9,1,7,6,5,6,4,1,3,5,5,7,4,8,2,1,6
325:8,4,2,2,1,7,8,8,9,7,2,9,5,8,5,9,8,7,6,4,8,5,3,4,2,3,1,3,4,6
326:3,6,5,5,3,9,8,5,3,2,4,5,9,4,2,1,8,7,2,3,7,5,1,1,6,4,7,8,6,9
327:6,3,5,5,1,3,9,6,8,7,6,8,2,8,7,4,8,2,3,7,4,5,2,5,3,9,1,5,1,8
328:7,8,1,7,7,5,1,8,7,6,7,9,2,2,6,5,7,3,6,8,2,7,9,5,3,9,2,5,7,2
329:7,9,8,9,9,2,5,2,5,1,9,7,7,6,9,6,3,5,4,2,9,1,9,4,3,6,6,5,7,7
330:7,7,1,2,5,6,2,4,3,1,3,6,5,4,2,4,4,6,7,7,1,3,1,3,3,6,6,4,8,2
331:3,7,4,2,5,9,5,5,5,8,4,2,5,2,8,3,2,3,4,1,1,8,9,6,4,6,2,6,4,5
332:9,3,2,1,6,9,5,4,4,8,4,7,9,8,6,5,7,5,4,5,1,9,8,4,6,2,4,7,3,7
333:9,1,5,7,8,7,5,3,9,5,2,3,5,6,2,6,8,6,8,1,7,9,9,4,9,1,4,7,7,2
334:4,5,1,6,7,9,5,3,8,4,5,7,8,8,1,6,2,8,1,8,2,7,9,3,6,8,9,8,6,2
335:5,6,9,8,3,1,8,8,5,7,1,4,3,6,1,9,4,8,8,9,8,5,9,1,7,3,8,7,7,7
336:3,1,4,4,4,2,2,7,3,3,9,8,7,3,7,9,7,7,2,9,4,8,4,4,1,9,2,6,1,6
337:1,3,6,8,3,8,1,1,4,4,8,9,2,3,5,7,8,4,8,1,2,1,6,6,9,5,3,1,1,3
338:7,6,8,9,9,2,5,2,5,1,9,7,7,6,9,6,3,5,4,2,9,1,9,4,3,6,6,5,7,7
339:2,2,6,6,4,7,1,8,3,3,2,8,8,1,5,8,3,5,3,6,9,4,5,2,1,2,9,6,4,6
340:1,5,5,5,4,2,6,6,9,6,4,5,2,8,1,5,5,1,1,8,4,3,1,9,8,1,1,9,7,4
341:7,3,7,7,8,4,8,3,2,7,5,3,8,2,3,4,2,4,7,9,8,2,3,8,9,2,9,8,4,5
342:4,9,5,6,2,4,1,3,9,2,2,9,1,8,5,8,6,7,3,6,3,1,4,3,8,2,6,9,5,9
343:6,1,4,2,7,5,7,7,4,5,6,7,4,3,3,9,7,6,6,4,1,8,4,6,9,6,7,2,4,7
344:9,2,5,4,4,4,9,9,8,1,7,7,1,7,6,8,8,1,1,2,5,9,3,1,9,6,9,8,7,1
345:8,5,3,6,8,8,3,5,5,5,3,8,1,4,7,1,4,3,6,2,6,2,4,1,5,2,5,4,3,6
346:4,9,5,3,7,4,8,2,2,2,4,2,3,6,6,1,6,3,6,6,5,1,2,1,3,8,6,3,4,2
347:7,4,5,4,9,9,2,7,2,4,3,2,8,4,4,6,8,5,5,8,5,4,8,5,4,6,6,8,6,6
348:8,2,5,9,4,6,3,9,9,7,9,8,7,5,2,6,1,7,7,3,6,5,7,9,2,6,7,8,6,1
349:5,7,4,7,4,7,3,9,4,4,8,3,5,2,7,6,8,1,5,1,1,5,1,2,9,5,9,9,5,6
350:3,9,4,6,7,7,9,1,6,6,2,4,4,4,1,4,9,8,9,7,2,8,2,5,6,5,3,1,8,3
351:1,4,1,4,6,1,5,4,4,4,4,7,9,6,4,9,3,6,6,5,9,8,3,2,4,2,4,8,7,7
352:1,6,5,3,3,7,8,7,9,4,5,6,4,1,7,5,9,5,2,4,4,5,1,2,6,5,3,9,5,8
353:9,8,9,2,6,5,1,2,1,9,7,2,8,4,7,7,7,7,4,8,8,5,3,8,8,9,2,7,8,1
354:5,3,5,3,7,3,1,6,7,3,8,8,1,9,1,2,6,5,7,6,4,1,4,2,2,3,5,2,7,3
355:2,1,2,1,7,1,8,3,6,2,1,9,2,6,9,1,7,3,7,3,2,1,3,3,3,1,5,3,4,5
356:8,5,3,3,8,8,3,5,5,5,3,8,1,4,7,1,4,3,6,2,6,2,4,1,5,2,5,4,3,6
357:6,3,5,5,1,3,9,6,8,7,6,8,2,8,2,4,8,2,3,7,4,5,2,5,3,9,1,5,1,8
358:6,9,9,7,7,6,9,4,4,9,8,6,7,5,4,5,1,6,2,3,9,2,8,1,2,3,6,8,5,7
359:6,9,6,1,4,4,4,7,5,5,9,2,9,2,4,3,9,7,1,3,3,4,6,7,2,2,7,2,1,6
360:8,8,8,5,4,3,5,4,6,8,8,9,6,6,1,5,2,3,9,1,2,6,8,7,4,5,3,6,1,5
361:2,4,5,6,1,2,1,1,4,7,6,9,4,3,8,6,1,8,2,6,2,4,5,7,7,5,2,3,7,7
362:5,9,1,6,5,8,9,7,4,3,8,9,5,3,3,6,5,1,3,6,3,1,6,2,7,3,2,4,8,4
363:2,6,7,7,4,4,4,8,5,1,4,4,4,5,3,3,2,9,1,8,1,5,4,6,9,8,1,7,9,2
364:6,6,5,2,8,1,3,9,8,9,7,5,1,5,2,6,4,7,6,7,1,2,5,1,4,5,5,1,9,1
365:7,9,2,4,5,7,5,8,2,9,1,6,2,1,1,2,9,4,1,5,4,1,4,6,4,4,5,7,2,1
366:7,8,7,1,7,3,1,7,4,6,7,3,2,6,3,8,7,7,2,5,3,9,1,6,1,1,5,1,8,3
367:8,7,1,6,1,8,1,4,7,5,9,4,5,6,6,6,8,2,7,6,2,5,4,5,2,2,6,1,4,1
368:1,2,8,2,1,2,6,3,4,5,7,1,7,2,6,5,1,3,4,2,3,2,2,2,2,5,2,1,4,1
369:4,1,2,7,1,5,2,6,9,1,3,6,2,2,7,7,7,3,5,2,8,2,8,2,8,4,1,1,9,7
370:3,7,5,2,4,6,8,1,2,1,2,4,3,3,2,7,2,2,9,9,4,1,6,1,8,4,1,3,1,7
371:9,1,1,9,2,1,4,6,5,6,7,5,3,8,5,6,6,4,1,7,3,3,9,5,3,8,2,7,1,1
372:3,3,1,5,2,9,5,6,8,6,3,8,6,9,8,2,5,2,5,4,3,3,6,8,6,8,5,2,4,5
373:4,9,5,3,7,4,8,2,2,2,4,2,3,6,6,1,6,3,6,6,5,1,2,1,3,8,6,3,4,4
374:5,7,5,7,2,1,5,6,4,6,4,9,2,6,8,3,8,1,2,1,3,3,3,2,1,1,8,4,4,4
375:1,6,5,1,9,6,8,8,5,2,2,8,9,7,5,5,8,2,7,2,9,5,4,8,5,5,6,3,2,2
376:1,2,7,3,4,3,9,4,8,8,8,6,7,7,9,5,5,4,2,4,9,4,8,3,8,1,6,3,3,5
377:9,2,5,4,4,4,9,9,8,1,7,7,1,7,6,8,8,1,1,2,5,9,3,1,9,6,9,8,7,7
378:4,8,1,7,4,3,4,5,7,3,6,6,9,6,3,9,7,5,8,9,5,9,9,4,9,1,5,1,3,3
379:3,1,4,4,4,2,2,7,3,3,9,8,7,3,7,9,7,7,2,9,4,7,4,4,1,9,2,6,1,5
380:1,8,5,7,8,4,8,9,2,2,4,4,7,8,4,1,8,5,7,7,2,4,4,4,5,4,4,1,5,2
381:4,2,3,5,6,4,8,8,9,1,4,6,8,1,8,8,8,2,3,9,3,2,1,4,5,1,9,6,6,3
382:4,9,2,6,4,8,9,6,1,7,4,3,3,3,4,9,3,4,8,6,1,7,6,5,3,6,1,8,1,1
383:7,7,4,9,2,1,8,5,6,8,8,7,2,6,3,8,7,3,7,5,5,3,3,9,4,3,1,1,7,3
384:3,9,6,4,1,4,9,5,1,9,7,3,9,6,9,2,3,5,5,5,8,7,8,5,8,1,8,5,7,5
385:3,1,6,6,9,5,5,8,7,5,5,3,4,2,8,5,9,7,5,4,4,5,7,7,9,4,9,9,4,7
386:2,9,4,3,9,7,7,6,7,8,1,3,2,5,4,2,1,7,3,5,4,5,8,7,1,6,7,6,7,3
387:6,6,5,2,8,1,3,9,2,9,7,5,1,5,2,6,4,7,6,7,1,2,5,1,4,5,5,1,9,1
388:6,2,1,6,3,9,7,7,2,1,1,8,7,9,8,2,3,1,9,5,4,8,3,5,6,1,1,9,9,6
389:6,9,1,6,5,2,9,4,8,4,4,5,3,9,7,7,7,8,5,1,2,5,5,3,8,1,7,5,5,9
390:6,6,5,2,8,1,3,9,2,9,7,5,1,5,2,6,4,7,6,7,1,2,5,1,4,5,5,1,9,1
391:6,1,5,5,9,8,7,8,9,1,3,1,5,3,2,3,1,9,2,8,6,2,4,4,8,1,8,5,2,4
392:4,8,3,9,5,7,9,9,4,3,3,3,2,8,7,5,9,8,2,3,1,7,9,1,3,3,2,5,9,7
393:3,1,3,3,5,4,8,9,4,7,7,3,9,3,7,4,1,6,3,4,8,4,5,6,7,3,9,8,2,3
394:2,7,7,9,1,7,3,2,8,4,2,3,3,2,7,8,6,5,6,2,1,4,5,8,5,2,7,3,8,1
395:9,2,1,1,6,1,8,1,6,4,3,2,9,8,8,1,5,6,6,4,2,3,3,7,6,2,4,7,7,1
396:5,5,8,9,2,9,2,7,4,3,3,2,3,8,3,4,2,6,9,3,3,7,3,8,7,9,2,3,1,5
397:7,2,4,9,8,7,4,1,6,2,2,7,3,2,6,5,2,6,6,9,7,6,6,2,1,2,5,4,3,2
398:2,7,1,8,3,3,8,1,7,4,5,5,1,6,6,9,7,5,1,6,6,4,3,4,6,4,1,9,3,9
399:4,8,1,7,4,3,4,5,7,3,6,6,9,6,3,9,7,5,8,9,5,9,9,4,9,1,5,1,3,8
400:6,3,4,9,8,3,5,8,6,8,1,7,5,8,7,9,4,5,2,6,5,7,2,8,6,5,5,3,5,3
401:8,1,9,5,9,2,8,6,2,3,3,9,3,7,4,7,6,9,7,2,2,3,8,3,8,5,6,2,9,1
402:3,9,6,4,1,4,9,5,1,9,7,3,9,6,9,2,3,5,5,5,8,7,8,5,8,6,8,5,7,5
403:9,2,5,4,4,4,9,9,8,1,7,7,1,7,6,8,8,1,1,2,5,6,3,1,9,6,9,8,7,7
404:9,5,8,3,7,9,8,7,9,8,9,5,3,8,9,1,7,7,9,9,2,1,5,4,2,6,2,4,5,7
405:6,4,3,8,6,2,1,8,8,5,2,2,2,9,3,7,7,7,7,9,3,4,2,1,7,7,7,5,3,7
406:7,1,2,7,8,3,9,3,4,4,9,6,4,1,7,9,9,8,8,5,2,4,3,2,8,4,3,3,6,3
407:7,8,3,4,6,1,9,2,5,1,9,6,6,1,7,5,9,3,8,6,7,2,4,6,7,8,8,1,8,5
408:2,8,7,1,7,3,1,7,4,6,7,3,2,6,3,8,7,7,2,5,3,9,1,6,1,1,5,1,8,1
409:2,9,6,8,9,7,7,9,6,1,4,9,1,5,1,1,7,3,3,6,2,6,9,7,6,9,2,3,3,1
410:2,6,7,7,7,4,4,8,5,1,4,4,4,5,3,3,2,9,1,8,1,5,4,6,9,8,1,7,9,6
411:3,8,9,2,4,5,2,2,1,6,9,8,4,7,8,3,8,2,5,8,2,3,6,6,3,1,4,9,2,9
412:9,2,5,3,4,8,8,3,5,2,5,5,6,2,3,9,1,4,9,4,8,8,9,6,7,9,4,8,5,4
413:1,6,8,5,5,8,2,3,5,5,5,9,2,9,2,9,6,8,8,4,9,3,5,8,3,1,3,7,8,9
414:5,6,9,1,9,4,3,8,7,4,2,5,3,2,2,4,7,7,6,5,9,1,7,8,5,6,3,1,2,1
415:1,2,8,8,8,8,2,9,8,7,6,4,3,7,6,2,7,5,6,6,3,6,2,7,6,4,5,6,5,9
416:4,3,3,5,5,3,2,4,3,5,5,8,4,6,8,8,8,8,5,1,6,2,3,9,8,5,3,3,6,9
417:2,7,1,8,3,3,8,1,7,4,5,5,1,6,1,9,7,5,1,6,6,4,3,4,6,4,1,9,3,9
418:1,6,9,9,4,1,6,4,3,4,9,9,1,9,1,7,6,5,6,4,1,3,5,5,7,4,8,2,1,8
419:7,5,1,7,5,3,1,5,4,7,3,7,9,6,7,2,7,9,7,5,6,7,6,3,8,8,7,1,8,1
420:8,7,1,6,1,8,1,4,7,5,9,4,5,6,6,6,8,2,7,6,2,5,4,5,2,2,6,1,4,3
421:5,6,9,1,9,4,3,8,7,4,2,5,3,2,2,4,7,7,6,5,9,1,7,8,5,6,3,1,2,3
422:6,3,4,9,8,3,5,8,6,8,1,7,5,8,7,9,4,5,2,6,5,7,2,8,6,5,5,3,5,3
423:9,5,5,4,2,6,1,8,1,9,1,1,6,7,6,5,6,6,1,7,8,3,8,6,6,8,9,5,5,3
424:5,5,1,8,8,3,3,7,9,1,3,9,5,5,3,1,8,8,1,7,5,2,6,4,2,6,1,7,3,1
425:2,5,2,4,9,8,2,8,1,1,3,4,2,1,2,7,8,8,9,2,7,3,3,3,6,3,7,7,3,3
426:3,1,4,4,4,2,2,7,3,3,9,8,7,3,7,9,7,7,2,9,4,8,4,4,1,9,2,6,1,5
427:8,3,3,1,7,8,2,8,4,8,5,6,9,8,4,8,3,7,3,3,5,7,2,3,8,2,6,1,6,2
428:4,5,2,7,2,2,2,6,3,1,1,5,7,6,9,1,2,7,3,3,1,3,1,2,1,6,9,6,5,8
429:7,8,1,4,5,7,9,1,8,9,2,8,8,2,7,7,6,6,8,5,2,4,3,5,3,5,7,6,6,1
430:3,7,9,4,8,1,2,1,4,4,4,4,6,4,6,4,7,6,6,7,6,3,5,4,6,9,4,6,2,3
431:3,7,5,1,2,9,4,5,9,3,4,5,3,4,9,6,4,6,1,4,3,4,4,7,1,8,5,8,1,8
432:5,6,8,1,6,3,3,2,8,5,1,2,4,9,9,9,6,5,6,3,7,8,8,5,1,8,2,7,3,3
433:6,1,3,5,5,4,8,3,2,7,9,9,4,9,1,2,4,7,2,6,5,2,4,1,5,7,3,9,1,2
434:9,5,5,9,9,9,4,9,7,6,6,5,1,2,2,7,6,4,9,2,6,6,9,8,8,4,2,7,3,6
435:6,6,8,5,8,6,5,8,9,4,2,6,8,5,3,4,7,3,6,8,6,9,6,7,7,6,9,2,1,3
436:6,6,5,8,1,2,2,3,5,4,2,7,7,1,2,3,9,6,2,2,5,1,4,7,8,9,3,7,2,9
437:4,4,9,4,2,7,1,6,1,2,2,7,8,3,9,1,9,7,8,5,7,1,1,7,3,3,9,8,7,3
438:6,2,1,3,5,6,9,8,1,6,6,3,4,8,5,7,6,3,8,6,4,3,7,8,2,6,5,9,8,2
439:5,4,7,6,8,6,4,3,3,7,1,9,6,8,2,5,4,4,5,5,8,2,4,1,6,5,7,7,1,4
440:4,3,8,4,8,6,4,1,7,7,4,8,4,1,8,4,5,5,7,1,1,3,8,4,1,7,5,2,9,7
441:3,7,4,2,5,9,5,5,5,8,4,2,5,2,8,3,2,3,4,1,1,8,9,6,4,6,2,6,4,7
442:3,5,4,8,3,7,5,1,3,6,9,8,6,8,4,2,6,7,4,2,3,8,5,5,1,5,7,8,1,8
443:5,6,7,5,5,9,4,8,1,2,7,5,4,2,6,9,4,8,9,8,4,3,2,2,4,7,1,1,8,6
444:7,4,6,5,7,9,6,5,3,7,3,9,1,4,9,6,9,6,1,5,9,8,4,8,1,4,9,8,2,2
445:1,2,8,8,8,8,2,9,8,7,6,4,3,7,6,2,7,5,6,6,3,6,5,7,6,4,5,6,5,1
446:2,4,4,3,8,6,6,5,3,8,4,9,8,8,4,4,2,8,2,3,2,6,6,7,4,4,1,4,2,4
447:9,8,1,9,7,3,2,4,6,4,4,7,2,1,2,9,1,4,1,8,6,9,2,2,5,3,6,2,2,6
448:4,1,2,7,1,5,2,6,9,1,3,6,2,2,7,7,7,3,5,2,8,2,8,2,8,4,1,1,9,1
449:9,5,3,1,2,8,4,2,8,1,3,8,3,7,3,7,5,6,5,7,5,5,5,3,8,1,4,1,6,4
450:7,3,8,3,6,9,6,6,9,8,8,8,7,7,8,4,4,5,8,4,2,3,2,7,1,4,5,3,4,2
